"Churn","MonthlyCharge","Gender","Age","Income","DeviceProtection","Tenure","Bandwidth_GB_Year","Contacts","Yearly_equip_failure","Item4","Item5","Item6","Item7"
"0","202.4433","0","40","51463.12","0","47.91529","4393.136079","2","0","2","3","4","5"
"0","275.1336","0","88","32152.08","1","48.68893","4615.877756","1","0","4","3","3","5"
"0","112.4844","1","62","6093.26","0","67.04659","5521.842531","2","1","3","1","3","3"
"0","114.9976","0","36","45399.13","1","45.23339","4070.801017","0","0","4","3","5","4"
"1","190.1737","0","68","22555.47","1","47.57047","4591.422629","0","0","2","4","3","4"
"0","160.0013","0","87","20009.09","1","63.70026","5562.243986","1","1","2","5","3","4"
"0","104.9781","1","50","17201.71","1","43.63637","4162.046301","0","0","4","2","4","4"
"0","174.9882","1","24","48510.35","1","55.67036","5509.37969","0","0","4","2","5","5"
"0","255.1417","1","54","26029.85","0","70.18772","6373.036903","0","0","3","4","3","3"
"0","242.6106","1","63","8460.1","0","62.281","6123.627846","0","1","2","3","4","4"
"0","220.1615","1","69","54874.47","1","53.13301","4962.835767","2","1","6","2","4","5"
"0","124.9643","1","87","14356.43","0","58.79677","4696.276365","0","2","3","5","2","3"
"0","114.9728","1","78","9726.8","0","64.91269","5390.143405","0","0","2","5","3","3"
"0","225.1786","0","66","20656.27","1","71.14876","6597.462528","0","0","5","3","4","5"
"0","267.6427","0","45","31525.05","1","65.80384","6823.312804","0","0","6","2","5","4"
"1","235.1591","1","76","23177.92","1","71.20051","6397.088048","0","0","5","2","2","3"
"0","207.4974","1","78","22715.5","1","67.19921","5806.242503","0","1","4","3","2","1"
"0","137.4872","1","75","71117.01","1","41.4761","3432.332098","1","1","3","5","2","3"
"0","94.97283","1","71","11422.46","0","62.07668","5624.996529","0","0","3","4","3","3"
"0","162.4827","0","20","41691.46","1","67.65143","6039.469343","1","1","4","4","4","2"
"0","172.4567","0","38","38947.81","0","46.87676","4607.641291","1","0","5","4","3","3"
"0","187.4974","0","32","10843","1","63.71587","6228.991967","1","0","2","5","3","3"
"0","204.9797","1","69","25605.4","1","65.11128","5681.82038","1","1","1","5","4","4"
"0","164.967","0","70","19777.62","1","68.67996","6428.102346","0","1","4","4","3","3"
"0","182.4433","1","64","2855.7","0","65.46719","6145.391472","1","0","5","3","5","4"
"0","162.4676","1","83","51221.88","1","54.80402","5175.09924","2","3","4","3","5","5"
"0","102.4746","0","35","8094.06","0","64.91211","5662.934771","1","1","3","4","4","4"
"0","142.4526","1","32","46946.66","0","40.50993","4213.964063","1","0","3","2","4","4"
"0","184.967","0","37","8054.38","1","66.89083","6191.698375","0","1","4","3","4","3"
"0","92.5018","1","30","10000.11","1","61.46682","5244.329034","1","1","4","4","4","5"
"0","174.9882","1","19","63428.97","1","62.52627","6025.961938","1","2","3","4","2","3"
"0","124.9781","0","88","24372.54","1","61.61486","5394.861435","2","1","3","4","3","3"
"0","257.6513","1","74","63807.18","1","57.9625","6047.986921","1","1","4","4","3","4"
"0","222.6362","0","77","20826.26","0","67.05692","6046.985248","3","0","2","4","4","2"
"0","162.4827","0","55","81149","1","55.19347","4934.723127","1","0","4","4","4","4"
"0","162.4538","1","73","81282.63","0","56.05747","5229.767856","1","0","3","4","2","2"
"0","162.4676","1","47","51475.44","1","67.3458","6320.777008","3","1","2","4","3","3"
"0","137.4392","0","71","52458.7","0","64.15093","5549.125491","2","1","4","5","3","3"
"0","152.4579","0","22","43665.61","1","50.80222","5147.07499","1","1","4","4","2","3"
"0","147.4601","1","77","25195.32","0","50.11484","4173.243596","1","0","5","3","4","4"
"0","159.9512","0","62","89413.31","0","48.53271","4179.193883","0","0","3","3","3","2"
"0","194.9699","1","48","41192.11","1","51.83967","4623.694304","2","0","4","4","3","3"
"0","92.5018","1","59","31633.68","1","66.94354","5597.999017","2","1","2","5","3","4"
"0","149.989","0","38","23142.81","0","46.91449","4391.256935","1","2","3","3","3","5"
"0","125.0073","0","44","29615.36","1","59.50705","5130.51612","2","1","2","5","4","3"
"0","149.9621","0","19","13774.14","1","64.50684","5772.353993","0","1","4","3","4","2"
"0","220.1185","1","37","46014.14","0","67.69622","6077.472038","1","1","2","3","4","3"
"0","134.9801","0","86","33294.8","0","67.97118","5725.974592","0","2","5","4","4","3"
"0","117.4392","1","77","48838.86","0","67.4709","6044.78701","0","0","3","4","3","4"
"0","152.4624","0","38","31308.75","0","58.12362","5662.535202","0","0","4","4","3","3"
"0","255.1336","1","65","14606.55","1","69.02789","6755.042431","1","0","2","6","1","4"
"0","159.9349","1","64","28399.99","0","56.08228","4834.745442","1","0","3","4","4","3"
"0","187.4811","0","45","26524.51","1","67.26256","6536.760755","1","1","5","2","3","4"
"0","222.6609","1","25","40583.58","1","65.02015","6076.679824","1","0","3","3","5","3"
"0","252.624","1","19","15332.39","0","54.98522","5166.92619","0","2","2","2","5","4"
"0","94.97283","0","42","78971.09","0","70.1758","6558.341155","1","1","2","3","2","4"
"0","219.9902","0","55","60744.3","1","59.16562","5431.357184","0","0","3","5","3","3"
"0","104.9781","1","34","96579.4","1","66.89669","6058.836085","2","1","3","5","3","4"
"0","184.9647","1","84","9273.52","0","65.37201","5631.487821","1","1","4","3","6","4"
"0","104.9923","1","52","26556.47","0","49.54115","4279.082635","1","0","3","3","3","2"
"0","159.9656","1","46","64782.28","0","59.43728","5462.617829","3","0","4","3","5","3"
"0","174.9744","1","27","16257.6","0","56.37209","5445.434955","1","1","5","2","4","3"
"0","184.9634","0","47","15898.57","1","58.21476","5805.996684","1","2","4","3","5","4"
"0","144.9607","1","82","18024.55","0","53.07128","4465.086574","0","0","2","5","3","5"
"0","167.4564","1","46","26823.13","0","65.17039","5576.128456","1","0","4","4","3","4"
"0","174.9755","0","38","42343.23","1","66.52217","6075.169598","0","1","3","4","2","2"
"0","182.4433","0","76","9898.75","0","64.30983","6031.932533","1","0","5","3","3","4"
"0","164.9889","0","73","23324.66","1","66.66853","6036.666027","0","0","2","3","3","3"
"0","149.9778","0","45","18542.59","0","62.40518","5627.401455","2","0","3","4","3","3"
"0","162.4676","0","82","28254.82","1","56.56448","5369.680372","2","0","4","4","4","3"
"0","212.6695","1","65","74746.77","1","57.48285","5645.101799","1","0","1","3","3","3"
"0","200.1652","0","70","16131.26","1","56.78316","5299.638224","0","0","3","4","4","2"
"0","252.6378","0","63","90795.38","1","65.27324","5993.520721","0","1","3","5","2","1"
"0","129.9483","0","26","137977.7","0","63.52166","6001.350967","0","1","2","5","3","2"
"1","207.6386","1","41","46231.66","0","50.7426","4865.980872","1","0","4","4","3","5"
"0","252.624","0","68","14401.6","0","61.56209","5592.221292","2","0","3","4","2","3"
"0","137.4872","0","32","7490.58","1","66.85534","5704.335112","2","0","3","3","4","5"
"0","245.147","0","68","52062.66","1","64.39242","6353.557295","2","0","3","3","5","4"
"0","127.4738","0","39","18517.01","1","55.55453","5320.150962","0","0","5","1","3","3"
"0","117.5152","1","71","83990.65","1","71.20362","6015.340909","1","1","3","4","3","3"
"0","232.6378","1","59","41372.75","1","62.58109","6244.841283","1","1","4","4","2","3"
"0","242.6281","0","72","55227.66","1","45.03753","4297.196921","2","0","3","3","4","4"
"0","159.9512","1","22","9906.53","0","55.06506","4794.084269","1","0","5","3","3","4"
"0","212.6415","0","37","70458.03","1","56.9769","5744.847584","1","1","3","4","4","4"
"0","182.4433","1","68","14553.16","0","67.37714","6196.420115","1","0","3","5","3","3"
"0","179.9656","1","41","16604","0","60.37731","5138.712432","1","0","5","2","4","5"
"0","117.5152","0","48","25948.52","1","62.68348","5598.052693","0","1","2","4","4","4"
"1","212.6415","0","60","10647.22","1","38.34946","4173.931741","0","1","4","2","5","4"
"1","232.6378","0","31","2475.81","1","46.77756","5088.789141","2","1","5","4","4","5"
"0","112.4551","1","25","29155.86","0","52.74302","4460.767183","0","1","4","2","3","4"
"0","182.447","0","77","36614.77","0","51.73839","4517.455286","0","0","5","2","3","4"
"0","92.48802","0","43","71027.51","0","61.6107","5184.174341","0","0","3","5","4","3"
"0","164.9785","1","57","31359.19","1","70.15014","6548.096564","1","2","3","6","2","2"
"0","92.5018","0","66","14630.64","1","43.91775","3739.86651","0","0","3","4","2","3"
"0","222.6281","1","57","82645.48","1","60.45679","6007.023157","3","1","3","5","3","3"
"0","149.9378","1","72","7451.22","0","57.3854","5354.221755","2","1","4","3","4","4"
"0","194.9992","0","67","33202.57","1","42.01051","3879.472538","0","1","4","3","2","3"
"0","169.9378","0","19","5537.66","0","62.99928","5595.201151","0","0","4","3","5","5"
"0","220.1185","0","51","41620.84","0","70.36179","6358.605209","0","0","2","5","3","3"
"1","222.6143","0","19","18694.86","0","45.12504","4872.376444","0","0","2","5","2","3"
"1","270.1604","1","80","37333.83","1","50.65407","5310.662479","3","1","2","4","5","2"
"0","147.4564","1","89","38986.79","0","62.11655","5659.985455","1","0","4","6","2","3"
"0","172.4624","0","33","15824.18","0","70.67216","6262.849668","0","0","3","4","1","3"
"0","152.5104","1","68","25660.71","1","53.48518","4999.929364","0","0","4","4","4","5"
"0","114.9658","0","58","96042.29","0","52.98326","4645.007236","1","0","3","4","3","3"
"0","160.0122","1","38","86111.94","1","55.97115","4934.232191","1","0","3","3","3","3"
"0","147.4601","1","35","18056.25","0","61.16662","5278.074401","0","2","3","3","4","4"
"1","255.1198","1","87","52639.57","0","61.68428","6000.369501","1","1","4","1","4","4"
"0","212.6415","0","65","9019.07","1","70.62749","6863.899773","1","0","5","1","4","3"
"0","129.995","0","28","12537.63","1","65.39301","5942.9188","1","0","1","5","2","4"
"0","162.4713","0","57","19198.61","1","65.25688","5651.976417","1","0","4","3","3","3"
"0","195.0062","1","68","67871.48","1","56.74758","4947.739322","0","0","4","3","3","2"
"0","127.4601","0","33","10547.83","0","59.22886","5590.851555","0","0","3","5","3","4"
"0","149.9621","0","30","71530.36","1","49.61348","4608.31316","0","1","4","3","3","2"
"0","169.9447","1","69","2353.03","0","66.9099","5683.50493","0","2","3","3","4","5"
"0","159.9642","1","33","47612.31","0","63.63151","5626.901599","1","0","4","3","3","3"
"0","129.9621","0","52","44909.71","1","53.42523","5108.08077","0","1","4","1","4","5"
"0","232.652","1","84","20459.07","0","70.19371","6457.18973","0","1","4","5","3","4"
"0","194.9882","0","51","23882.77","1","54.94221","4999.200658","0","0","4","3","3","3"
"0","242.6143","1","56","61449.42","0","41.56439","3937.196959","0","0","5","2","4","5"
"0","219.9902","0","30","80803.99","1","41.95888","4103.440109","0","0","1","3","2","2"
"0","192.4705","0","78","44220.48","1","69.97129","6159.279047","2","0","6","3","4","3"
"0","197.484","0","76","38126.77","1","71.94498","6879.458804","1","1","3","4","4","3"
"0","112.4551","1","88","16493.86","0","60.29081","4841.877582","1","1","4","2","4","4"
"0","179.9476","0","41","24620.49","0","52.24584","4681.487886","0","1","3","5","1","4"
"0","184.9785","0","42","50973.42","1","48.62124","4625.174903","1","1","3","4","2","2"
"0","127.4586","1","61","41312.43","0","63.37746","5565.471399","1","1","3","4","4","3"
"0","182.4433","0","22","82714.05","0","61.88348","6102.523323","1","1","5","4","5","5"
"0","150.0208","0","25","54215.43","1","58.31897","5326.224652","1","0","4","4","4","5"
"0","92.45514","1","32","76110.3","0","62.23239","5721.203342","1","1","3","4","3","2"
"0","129.9621","0","35","42072.37","1","52.07089","5052.845925","0","1","5","3","4","4"
"0","169.9741","1","82","32833.84","0","62.00464","5243.121015","0","0","3","5","3","3"
"0","149.9447","1","56","52119.38","0","52.59552","4997.517022","0","0","4","2","3","3"
"1","190.127","0","36","58937.05","0","41.90646","4499.020965","2","0","4","3","2","4"
"0","287.6427","0","79","75907.67","1","45.84636","4539.933056","2","0","3","3","2","4"
"0","139.965","0","55","66342.21","1","66.59912","6176.784118","0","0","3","3","6","6"
"0","235.1591","0","71","27757.33","1","54.41265","5115.759017","0","0","3","4","2","3"
"0","149.9378","1","55","81140.88","0","46.92377","4583.54052","0","1","3","3","3","4"
"0","144.9889","0","53","72581.13","1","71.45998","6754.410408","1","0","4","4","5","3"
"0","124.9643","1","46","19590.84","0","52.75072","4550.793265","0","0","4","1","4","4"
"0","147.4421","1","22","8977.52","0","70.63238","6061.485299","0","1","3","3","3","4"
"0","179.9476","1","30","68520.49","0","60.69402","5419.846646","0","1","3","2","5","5"
"0","172.4567","0","33","4222.75","0","60.44201","5735.541215","0","1","4","3","4","4"
"0","167.4564","1","20","6416.11","0","57.10624","5092.967553","0","0","3","3","3","2"
"1","255.1336","1","67","45924.54","1","48.05798","5307.317588","1","1","5","4","3","4"
"0","210.1051","0","37","50835.25","0","53.5035","5464.765587","1","3","3","3","2","3"
"0","187.656","1","51","11712.45","1","62.5016","5902.250031","1","0","4","4","2","4"
"0","104.9629","0","84","1628.25","0","65.14224","5495.374637","2","0","3","4","2","3"
"0","129.9621","0","18","38479.29","1","68.47904","6483.815487","0","0","4","3","3","3"
"0","179.9476","0","32","78103.68","0","68.83185","6070.017248","0","1","4","2","4","4"
"0","127.5067","1","30","2534.94","1","60.53095","5265.959419","3","1","5","3","3","4"
"0","179.9476","0","81","10667.51","0","68.78265","5874.548599","3","1","3","2","4","3"
"0","159.9512","0","39","57201.39","0","68.98508","6176.702519","0","0","1","6","2","2"
"0","147.4893","0","73","31854.01","0","59.60106","5179.444858","0","1","4","3","3","4"
"0","157.4836","1","62","3167.88","1","39.71501","3459.851822","1","0","5","2","6","5"
"0","124.9607","1","48","31739.83","0","57.90418","5447.621158","0","0","5","5","3","3"
"0","162.4538","1","65","109653.3","0","71.76063","6604.249533","0","1","2","5","3","3"
"0","164.9889","1","20","34252.86","1","56.90458","5117.065882","1","1","4","3","4","2"
"0","202.4433","0","89","37475.23","0","71.57202","6201.648856","1","1","5","2","3","4"
"0","229.9931","1","86","32889.88","1","48.5611","4346.836338","2","0","3","3","4","5"
"0","187.4673","0","19","54808.33","0","58.2249","5769.871286","0","1","5","3","5","5"
"0","137.4616","1","60","6362.26","0","66.58823","5672.561903","0","0","4","3","5","3"
"0","184.9939","0","81","65442.86","0","61.173","5393.762111","1","0","3","3","4","5"
"0","197.484","1","79","68626.5","1","56.29735","5412.849843","1","0","5","3","5","2"
"0","162.4653","1","52","62132.48","0","70.85782","6607.644904","2","0","3","3","6","5"
"0","207.6094","0","59","35848.61","0","63.52797","5768.104658","2","2","3","3","4","5"
"0","92.45514","0","79","35666.27","0","68.64269","6051.500521","1","0","4","2","3","3"
"0","210.1051","1","32","84314.93","0","71.67026","6953.434775","1","1","1","5","4","3"
"0","172.4579","1","29","40364.46","1","62.47012","5588.834646","1","0","5","4","5","4"
"0","117.5152","0","52","69425.74","1","71.36862","6173.441338","2","1","2","5","3","3"
"0","187.6094","1","80","96190.74","0","63.35604","5959.251896","2","0","3","5","4","3"
"0","92.45514","1","50","107720.5","0","58.43075","5319.904812","1","0","2","5","4","4"
"0","194.9581","0","85","77478.63","0","50.09435","4561.818178","1","1","4","4","3","2"
"0","182.4433","1","25","73082.67","0","59.05181","5655.241249","0","0","1","4","5","5"
"0","194.9882","1","41","18621.61","1","59.84762","5413.209537","0","0","3","1","4","4"
"0","160.0013","1","52","65707.03","1","68.92748","5899.878533","2","2","2","3","3","3"
"0","187.6422","1","57","15846.96","0","66.55543","5918.425104","2","0","3","4","4","3"
"0","194.9581","0","44","9669.27","0","70.90494","6370.632284","0","1","4","2","3","4"
"0","139.9816","0","74","16107.44","1","50.77358","4560.745226","3","0","4","4","3","4"
"0","129.9598","0","82","80905.43","0","68.14733","6235.95972","0","0","3","5","4","3"
"0","149.9707","1","40","19425.75","0","67.62049","5919.39345","1","0","3","6","3","4"
"0","149.9707","0","41","70972.38","0","57.37651","5220.600311","0","2","2","3","1","3"
"0","199.9902","1","85","52397.9","1","68.59473","6749.102107","2","0","5","4","3","4"
"0","162.447","1","82","11807.8","0","51.40304","4835.577166","2","0","5","3","4","4"
"0","92.45514","0","42","29552.09","0","68.78714","6246.215724","1","0","4","4","3","3"
"0","169.9447","0","88","23239.53","0","62.30113","5352.201748","1","0","4","3","4","5"
"0","152.4798","1","65","65242.66","1","57.63584","5025.121526","2","1","3","4","3","3"
"0","175.1331","1","50","72431.08","0","53.36122","4855.947409","1","2","5","2","4","5"
"0","192.4705","0","83","36319.34","1","63.47441","5733.683956","1","0","2","5","3","4"
"0","149.989","0","31","7108.46","0","66.31026","5941.885851","0","0","3","5","3","4"
"0","174.9755","1","62","26974.35","1","51.68219","4671.903355","1","0","5","2","4","4"
"0","149.9447","0","89","26110.4","0","71.44166","6480.587744","0","0","3","6","5","4"
"0","164.9715","1","62","35176.64","0","70.82444","6551.009938","0","0","4","2","2","4"
"0","114.9728","1","62","27568.88","0","67.76809","5676.566637","3","0","2","4","4","3"
"0","194.9581","1","72","46457.36","0","56.41476","5013.697903","2","0","3","5","2","3"
"0","222.6326","1","54","2584.6","0","62.13301","6183.792283","0","0","3","4","4","4"
"0","117.472","1","79","41295.47","0","71.16551","5962.571357","2","0","4","4","3","4"
"0","127.4586","0","49","67763","0","68.04429","5972.690077","1","0","4","3","3","6"
"0","154.9755","1","66","71013.32","1","56.01076","5396.171943","0","0","4","3","3","2"
"0","125.0073","0","32","36339.45","1","49.85906","4502.462771","2","0","5","3","5","5"
"0","192.4567","1","81","100608.2","0","39.32461","3352.072435","1","0","4","3","3","3"
"0","139.9875","0","45","13471.14","0","68.526","6335.675334","1","1","3","3","3","4"
"0","169.9447","1","37","35274.36","0","65.36086","5723.066248","0","2","3","2","3","3"
"0","147.4893","1","46","22487.36","0","51.80639","4454.649814","0","0","5","3","4","6"
"0","137.4698","0","46","57318.2","0","66.34362","6016.804026","0","0","4","4","6","4"
"1","252.6378","1","82","29701.43","1","48.28818","4492.45352","0","0","5","3","5","5"
"1","210.1518","0","62","80719.57","1","36.82387","3749.327724","2","1","3","6","2","3"
"0","142.4526","1","61","6998.45","0","62.76892","5881.167892","1","0","5","2","3","5"
"0","117.4392","0","83","26545.33","0","55.55865","5126.88947","2","0","3","5","1","3"
"0","187.6094","1","75","22189.51","0","62.70376","5983.767972","1","0","6","3","3","3"
"0","127.475","1","36","36690.66","0","65.25844","5644.976125","1","2","3","3","5","4"
"0","149.9845","1","66","27129.17","1","50.43597","4503.081003","3","1","5","2","2","4"
"0","120.0035","0","47","8244.17","1","61.77813","5532.170372","0","0","4","3","6","5"
"0","262.6106","1","38","26759.89","0","65.03892","6018.077107","1","0","2","5","5","5"
"0","175.1331","1","60","49740.72","0","50.89092","4620.749694","0","0","4","3","3","4"
"0","127.4601","1","36","21749.65","0","67.40315","6076.159311","0","0","3","6","4","3"
"0","182.4538","0","83","69131.11","0","56.45799","4894.14385","0","3","4","3","5","3"
"0","137.4392","1","74","40818.2","0","70.27281","5924.003898","0","1","3","5","3","4"
"0","157.4836","1","72","22300.51","1","41.74273","3716.351124","1","0","4","3","4","3"
"0","139.983","1","39","4003.56","1","64.92325","6071.410686","0","0","3","3","4","5"
"0","159.9942","1","51","32964.97","1","58.76049","5246.927502","4","0","3","4","4","4"
"0","127.482","1","53","46153.23","0","48.09099","4036.529834","0","0","4","3","5","6"
"0","144.9607","1","39","135166.6","0","60.49976","5122.387687","3","1","3","4","4","4"
"0","139.9678","0","34","27296.2","0","59.84496","5323.572726","0","1","1","5","2","3"
"0","127.4958","0","46","30286.85","1","69.74808","5997.124075","0","0","4","3","3","3"
"0","182.4433","0","44","23083.74","0","63.90452","6165.207912","2","0","2","3","4","4"
"1","255.1198","1","56","5896.69","0","58.40109","5925.343914","1","1","4","4","5","4"
"0","192.4705","1","46","80782.53","1","71.52133","6185.77752","0","0","3","3","3","3"
"0","147.4783","0","43","27476.28","0","58.55948","5138.564566","2","0","5","4","3","4"
"0","139.9875","0","42","24214.43","0","64.1725","5927.225005","2","1","4","3","4","5"
"0","157.4836","0","46","59939.02","1","38.8517","3462.288487","0","0","1","5","4","3"
"0","127.4958","0","25","50315.17","1","68.41518","5925.975679","1","0","3","5","3","2"
"0","179.9476","1","72","44435.09","0","67.14449","5687.54248","2","1","3","2","3","4"
"0","197.4876","1","47","51383.17","1","66.97927","6035.036634","0","0","3","4","2","3"
"0","194.9581","1","65","8935.81","0","65.98685","5820.96516","2","0","5","3","3","3"
"0","129.9621","0","59","49954.4","1","46.58138","4585.928895","0","0","3","3","3","4"
"0","197.6288","1","21","50275.96","0","63.13521","5845.877831","1","0","4","3","4","5"
"0","174.9618","0","51","27251.15","0","58.172","5421.452894","2","0","2","4","3","3"
"0","197.484","0","89","35072.27","1","68.3119","6446.795599","1","0","5","2","4","2"
"0","179.9476","1","75","41697.74","0","71.25643","6106.984548","2","1","3","4","3","5"
"0","182.4538","0","44","6551.34","0","57.89761","5139.969727","0","0","5","3","5","6"
"0","210.127","1","40","32935.41","0","60.89154","5673.309041","0","0","4","3","3","2"
"0","149.9741","1","26","48000.45","0","48.3857","4724.312922","2","0","4","3","4","5"
"0","222.6362","0","54","43154.85","0","71.95713","6493.121834","0","0","4","5","3","3"
"0","270.1604","0","36","4959.61","1","67.08693","6786.879873","1","0","4","5","3","3"
"0","210.1051","0","89","13473.99","0","65.13005","6493.208909","0","0","4","3","2","4"
"0","217.484","1","33","49102.56","1","61.73523","5595.740821","1","1","3","3","4","4"
"0","162.5119","1","35","28813.13","1","71.81426","6382.61699","0","1","4","3","4","4"
"0","129.995","0","42","29311.02","1","49.20927","4417.033945","0","0","4","3","5","6"
"0","182.447","1","38","6210.83","0","64.88531","5640.266565","4","0","4","4","3","4"
"0","222.6609","1","21","57717.41","1","40.24973","4090.94433","1","0","2","4","2","2"
"1","212.6415","1","61","72298.05","1","69.97649","6737.558934","0","1","2","5","3","2"
"0","184.9853","1","53","23353.6","1","58.34647","5194.643427","1","0","3","3","3","3"
"0","167.4564","0","87","28679.37","0","42.34953","3592.529146","0","1","4","2","5","5"
"0","147.4893","1","30","37073.43","0","57.11409","4911.224326","3","1","3","3","3","2"
"0","160.0122","1","42","140367.2","1","54.37108","4824.624209","0","0","4","3","2","3"
"0","229.9931","1","35","63599.94","1","64.26648","5831.696572","3","0","3","3","4","5"
"0","242.6326","1","31","31551.04","0","69.13737","6481.198108","1","1","5","4","3","4"
"1","225.1457","0","20","52730.55","1","46.24205","5116.648865","1","1","4","3","4","4"
"0","164.9785","1","58","20514.4","1","54.26571","5274.06662","0","0","3","3","4","2"
"0","139.983","1","49","12938.03","1","59.31818","5517.787412","1","0","5","1","4","5"
"0","144.9607","0","27","36283.34","0","69.33555","5906.432884","1","0","3","4","4","5"
"1","210.1051","1","39","14128.58","0","63.17917","6265.527896","4","0","4","4","4","4"
"1","232.624","1","61","7297.34","0","60.45619","5921.781561","1","2","5","3","5","5"
"0","127.4887","0","74","20755.29","1","55.68371","4929.748542","1","0","4","4","4","4"
"0","124.9935","1","61","11720.53","0","38.06839","3185.817507","1","0","3","5","4","4"
"0","212.6557","1","57","20907.94","0","57.70698","5331.810673","2","0","4","4","2","4"
"0","270.1604","1","73","6511.56","1","44.60467","4868.722454","1","0","2","4","2","4"
"0","142.4827","1","51","55582.52","1","71.28653","6597.676726","3","1","4","2","4","4"
"0","187.6422","0","22","93551.94","0","71.37419","6475.070027","1","0","4","3","5","3"
"0","169.9447","0","78","45433.92","0","62.02081","5300.449639","1","1","3","4","3","4"
"0","139.9816","1","44","63843.19","1","67.98776","6207.251325","1","0","5","2","5","4"
"0","220.1323","0","54","46463.47","1","50.52613","4711.946736","0","0","3","5","2","4"
"0","169.9928","1","52","70140.91","1","61.00511","5210.641825","0","0","5","2","6","4"
"0","167.4564","1","45","8589.52","0","59.93377","5088.760007","0","1","2","4","4","3"
"0","162.5005","1","66","14528.18","1","61.0006","5544.892096","1","0","4","3","4","3"
"0","172.4579","1","40","30577.74","1","66.7755","5967.112269","1","1","3","3","3","3"
"0","114.9658","0","32","12687.99","0","69.31336","6222.228467","1","0","4","2","2","4"
"1","255.1336","0","62","38931.97","1","61.67106","6209.128682","2","0","2","5","3","2"
"0","102.4746","1","51","49285.68","0","60.1778","5109.486658","1","1","4","1","5","5"
"0","134.9509","0","23","38821.95","0","64.36371","5534.204852","2","0","3","3","4","6"
"0","149.9378","1","48","18037.76","0","67.71776","6279.520379","1","1","3","2","6","4"
"0","139.9349","0","62","65783.84","0","67.70719","6285.15592","0","1","3","2","3","5"
"0","149.9707","0","59","60463.81","0","59.71984","5322.807337","1","0","5","2","4","5"
"0","159.9794","0","31","50599.12","1","67.75523","6479.599891","1","0","5","3","3","4"
"0","104.9643","1","86","46164.49","0","56.26602","4936.469796","2","0","3","5","4","3"
"0","242.6143","1","41","13317.33","0","62.65179","5859.880253","3","0","3","4","3","4"
"0","140.0049","1","30","90857.99","1","66.20027","5680.91898","2","1","3","4","3","4"
"0","169.9671","0","56","45556.59","0","49.26352","4543.502908","1","1","4","4","3","2"
"0","149.9928","1","28","41695.97","1","59.3332","5504.260765","1","0","4","4","3","3"
"0","159.9349","0","38","13069.94","0","69.54666","6101.070814","0","1","4","5","2","2"
"0","245.1283","1","71","113095","0","54.16378","5507.49448","1","0","4","3","3","4"
"0","172.4848","1","29","29827.09","0","60.69643","5469.377243","0","0","4","4","3","4"
"0","187.6094","0","30","102928.6","0","66.67317","6503.605593","2","1","6","3","4","6"
"0","200.1323","0","64","45278.46","1","45.80397","4798.084751","0","1","3","3","3","3"
"0","169.9928","1","67","66644.71","1","58.2078","4932.256357","2","0","3","4","3","3"
"0","192.4705","1","24","40098.08","1","62.98803","5620.276365","1","1","3","3","3","6"
"0","262.6106","0","83","15931.18","0","67.50861","6119.953747","0","0","3","3","4","4"
"0","174.9618","1","76","51865.58","0","67.96418","5971.644344","0","1","3","4","3","3"
"0","179.9656","1","55","32893","0","71.4869","6006.935704","1","1","4","3","3","2"
"0","184.9853","1","64","14780","1","66.63268","5960.671631","0","2","3","6","2","2"
"0","172.4871","1","62","19652.74","1","70.43313","6235.847135","1","1","2","4","2","3"
"0","147.4783","1","30","20108.49","0","46.98814","4089.200279","1","0","3","3","4","4"
"0","149.9447","1","52","20014.25","0","70.69978","6463.270745","2","1","3","4","4","4"
"0","192.4567","0","20","19288.37","0","61.12405","5451.33929","3","0","3","4","4","2"
"0","127.4601","0","56","22409.74","0","61.4665","5729.575543","1","0","5","2","4","4"
"0","102.4746","1","27","73031.71","0","56.77763","4909.571736","1","1","3","3","3","2"
"0","255.1417","1","59","35215.76","0","58.6688","5382.024213","1","0","5","3","3","3"
"0","200.1323","1","39","17571.8","1","54.67568","5467.571494","2","1","4","2","4","3"
"0","157.4698","1","56","19256.41","0","51.11345","4271.0951","3","0","4","2","5","4"
"0","162.5007","0","84","68825.55","1","63.07329","5608.639508","1","0","4","4","4","4"
"0","172.4579","0","80","8774.81","1","66.81169","5824.416954","0","0","3","3","2","1"
"1","197.484","0","22","26532.74","1","57.69575","5888.954237","1","0","4","4","4","3"
"0","192.4705","0","63","42849.02","1","63.91757","5620.075514","1","0","2","3","4","3"
"0","132.4798","0","69","30712.74","1","69.88681","6537.94242","0","0","3","3","3","3"
"0","235.1555","0","54","27636.12","1","68.53085","6809.432261","1","1","3","3","3","3"
"0","210.138","0","74","69230.08","0","67.54816","6115.858738","0","0","4","3","4","3"
"0","230.1051","1","42","11287.26","0","70.1175","6349.139653","7","1","4","3","5","4"
"0","184.9496","1","28","13554.79","0","43.45813","4408.149328","2","0","3","3","2","2"
"0","204.961","0","66","55164.8","0","70.06451","6197.953836","0","0","3","4","4","4"
"0","149.9915","1","37","22588.94","1","57.22556","5073.83646","1","0","3","4","3","3"
"0","210.138","1","35","12521.22","0","56.45798","5380.320825","0","1","4","3","4","4"
"0","154.9618","0","86","72032.69","0","57.47194","5447.340664","0","1","5","2","4","2"
"1","235.1591","0","66","85921.6","1","64.57182","5933.787702","2","0","2","4","4","4"
